actors,boxoffice,directors,time,title,type
,,"释小龙,楊婕",2017,我为花狂,剧情
"陈燕燕,郑君里,袁丛美,刘继",8万,史东山,"2017,09,17",奋斗,"剧情,爱情"
"艾丽娅,郭月,杨心仪,王尉",4万,江流,"2017,09,15",阿婆的槟榔,"剧情,爱情"
"曼迪·摩尔,克莱尔·霍尔特,马修·莫迪恩,圣地亚哥·瑟甘拉",3872万,约翰内斯·罗伯茨,"2017,12,08",鲨海,"惊悚,冒险"
"李立群,张伟欣,黄磊,海清",3233万,黄磊,"2017,05,11",麻烦家族,"剧情,喜剧,家庭"
"弗兰克·格里罗,卡兰·马尔韦,Jack Chausse,博亚娜·诺瓦科维奇",,连姆·O·达诺,2017,天际浩劫2,"动作,科幻,灾难"
,,肖丰震,"2017,01,25",超模风云,爱情
"古天乐,张智霖,林家栋,蔡卓妍",4688万,邱礼涛,"2017,10,27",常在你左右,"恐怖,惊悚,悬疑"
"舒淇,王千源,张孝全,林美秀",1602万,陈玉勋,"2017,01,27",健忘村,"喜剧,奇幻,武侠"
"小林薰,多部未华子,小田切让,河井青叶",1388万,松冈锭司,"2017,07,18",深夜食堂2,剧情
"黄才伦,张浩,张锦程,蓝波",,周阁,"2017,06,06",二龙湖浩哥之江湖学院2,"喜剧,动作"
"查理·汉纳姆,罗伯特·帕丁森,西耶娜·米勒,汤姆·赫兰德",704万,詹姆斯·格雷,"2017,06,02",迷失Z城,"动作,冒险,传记"
,,杨轶,"2017,09,15",代号深海,剧情
"董子健,李梦,李洋,尚铁龙",314万,相国强,"2017,01,13",少年巴比伦,"剧情,喜剧,爱情"
,,"倪萍,舒冬","2017,04,09",等着我 第三季,生活
,,曾云辉,2017,喜马拉雅之灵,剧情
,,,2017,里根,剧情
"王紫逸,多布杰,杨秀措,洛桑念扎",193万,杨蕊,"2017,12,12",金珠玛米,"剧情,历史,西部"
"彭敬慈,陈芋米,佟月,王远达",92万,高博,"2017,06,02",惊门,"恐怖,惊悚,悬疑"
,,,"2017,01,06",僵尸水怪2,
"吴骏超,黄礼丰",,徐芳依,"2017,08,26",虚无的焦点,爱情
"王小飞,侯卫星,闫正君,陈熙文",,周暮寒,"2017,03,25",雏盗,"剧情,喜剧,冒险"
,,,"2017,01,01",灵魂骑士,"剧情,动作,悬疑"
,,,"2017,12,03",小夜曲,奇幻
,,"李子雄,高丽虹,黄伊凡","2017,03,10",贴身卧底,"剧情,爱情"
,,,"2017,01,01",丐帮之千年打狗棒,"动作,爱情"
"石雨晴,古铭瀚,谢璞婉",38万,"李柯,何伟斌","2017,09,15",纹身师,"爱情,惊悚,悬疑"
,,"王子杰,吴枫林,张影辰,宋歌,朱越","2017,11,21",踏破浮屠,"动作,武侠,古装"
,,,"2017,04,04",午夜猎人,犯罪
,,,"2017,07,03",荒野大镖客之黄金劫案,"剧情,动作,悬疑,西部"
,,"屠画,王瑄","2017,12,08",将军在上之极乐净土,"喜剧,爱情"
"付辛博,熊乃瑾,刘承俊,王天泽",1万,李冯,"2017,06,30",不败雄心,"剧情,动作"
"黑雯丽,张译文,谢飞虎",,强小陆,"2017,10,18",大漠雄心,"剧情,西部"
"张檬,王瑞子,李佳璇,何佳怡",,臧溪川,"2017,12,30",反诈风暴之情爱迷局,剧情
,,"林子闳,黄伟晋,熊梓淇,王帅,龚珺","2017,03,06",异能事务所之嗜血判官,"悬疑,惊悚,奇幻"
,,"唐嫣,罗晋,范冰冰,李晨,王凯","2017,01,28",2017年北京电视台春节联欢晚会,歌舞
,,"林海,陈辰,李玟,张信哲,邹市明","2017,02,12",2017东方卫视元宵喜乐会,"音乐,歌舞"
,,"温超,李相炫,于星星","2017,05,18",唐伯虎之幻变奇缘,"喜剧,爱情,奇幻"
,,"苏航,姚未平,谭建昌,王蕾",2017,电音江湖—DJ道长,"惊悚,奇幻"
"唐禹哲,王丽语",,李亚东,"2017,09,22",西河口秘闻之无头新娘,"悬疑,惊悚"
,,"姜寒,肖旭,衣云鹤,李晓强,王子睿","2017,01,10",醒醒吧之大师,喜剧
"卢宇静,崔璨,于磊,唐秦",,回宇,"2017,05,26",魔游纪6：一瞬决战,"剧情,动作,冒险,古装"
,,,"2017,01,06",极品灭魂师,"剧情,悬疑,惊悚"
"李璐兵,秦勇,王亮,刘亭驿",,张震,"2017,06,18",宇宙中心五盗口,"喜剧,动作,爱情"
"高健,李嘉诺,豆豆,张铭浩",34万,刘一君,"2017,05,20",放学后,家庭
,,,"2017,10,01",江山：杜立特行动,"历史,战争"
苏拉文雅,,李奇龙,"2017,04,28",超级武神之索命决,剧情
"潘时七,方妤萌,石峯,郁飞扬",13万,刘学见,"2017,05,13",宝贝，再爱我一次,"剧情,家庭"
"夏德俊,郑佩佩,周诗璇,李夏佩",46万,查文白,"2017,07,25",让爱活下去,剧情
,,"李健仁,杨能,张星宇,袁满","2017,01,13",总有刁民想害朕,"喜剧,古装"
,,,"2017,10,20",神迹之上古传奇,"爱情,动作"
"陈国坤,徐冬梅,刘承俊,侯桐江",10万,刘夏同,"2017,01,06",浪漫搭档,"喜剧,动作,爱情"
"陆钧彦,陈彦妃,贾景晖",,陈彦妃,"2017,05,05",清醒梦之马桶睡美人,"喜剧,爱情,奇幻"
,,"梁焯满,吴志雄,朱永棠","2017,06,09",古惑往事之龙虎斗,"剧情,犯罪"
,,童瑶,"2017,08,13",爱的新绿色,"短片,音乐,歌舞"
,,"林晨,胡彩虹,王矜霖","2017,04,21",她妈妈不喜欢我,"爱情,喜剧"
"姬他,拉旺罗布,李柏谊,索朗卓嘎",,柴飞,"2017,06,16",天缘纳木措,剧情
"miwa,坂口健太郎,龙星凉,真野惠里菜",1347万,月川翔,"2017,07,06",与君相恋100次,"剧情,爱情"
"洛桑群培,多布杰,德姬,拉旺罗布",,戈巴海培,2017,戎肯,剧情
,,"江奇霖,远藤新菜,范立美,森田凉花,钟正","2017,11,14",时空送货人,"剧情,喜剧,动作,科幻,冒险"
"孙隽圣,石小杰,王祚,陆敏雪",3万,赵杨,"2017,03,03",帅位,剧情
"王澜臻,刘子威,张尧,舒可",,张尧,2017,一个导演的最后五天,剧情
"刘彦卿,郑中玉,王鹏凯,张小帅",,安战军,"2017,12,26",闽赣风云,"剧情,战争"
,,徐志焄,"2017,02,16",需要你！小美兮 第一季,"剧情,喜剧,爱情"
,,"林雪,林盛斌,白冰冰,钟一宪","2017,01,10",奇葩追女仔,"喜剧,剧情"
,,,2017,艾娃,剧情
,,"任娇,张星阑","2017,06,02",血姬传,"动作,爱情,惊悚,灾难"
"郭天杰,郭涛",,郭坚,2017,悟空，悟空,"剧情,喜剧,爱情,古装"
"潘长江,张洪杰,韩兆",,"潘长江,刘海涛","2017,06,15",一村之长之皆大欢喜,喜剧
"李勤勤,彭波,徐小琴,李卓远",,侯懿洋,"2017,07,21",按摩侠,"剧情,喜剧,动作"
"周子涛,韩锐,陆焕之,常海波",,贺云飞,"2017,08,17",命运轮,"科幻,悬疑"
,,,"2017,06,05",天师封印,"剧情,惊悚,恐怖,冒险"
"姜涛,刘乐妍,汪盛",,"汪盛,仕轩宇","2017,06,01",生死无门,"剧情,爱情,家庭,传记"
"张雨绮,张亮,王少雍,冷中易",716万,陈卓,"2017,05,19",不期而遇,"喜剧,爱情"
"丹·史蒂文斯,贝纳尼丝·玛尔洛,查丽蒂·维克菲尔德,泰格·格南德特",115万,提姆·斯密特,"2017,12,01",末日重启,"剧情,科幻"
"陈信喆,吴千语,岳冬峰",,"项秋良,项河生","2017,12,01",镇魂法师,"动作,奇幻,武侠"
"周秀娜,郑欣宜,蔡瀚亿,杨尚斌",157万,彭秀慧,"2017,06,02",29+1,"剧情,爱情"
,,,"2017,01,24",追忆哥哥张国荣,剧情
,,"项瑾,刘育同,李小胖,陈美林","2017,11,17",刀剑笑新传之决战,"古装,喜剧,武侠"
"彭禺厶,陈玉勇",,刘轩狄,"2017,02,24",鬼话怪谈·祥云寺,"惊悚,恐怖"
"陈佩斯,李立群,季冠霖,付博文",1591万,邹燚,"2017,07,28",豆福传,"喜剧,动画,奇幻"
"涂们,王超北,阿拉腾乌拉,伊丹纳",208万,周子阳,"2017,12,11",老兽,"剧情,家庭"
"王妍苏,叶山豪,黄又南,邓紫衣",9万,殷国君,"2017,09,22",初恋时光,"剧情,爱情"
"科林·费斯,裘德·洛,妮可·基德曼,盖·皮尔斯",1473万,迈克尔·格兰达吉,"2017,03,10",天才捕手,"剧情,传记"
,,,"2017,07,30",第三国度,"剧情,爱情"
"刘永,郭力行,柴铭洋",,颜光兴,"2017,12,07",杨五郎血战青盐镇,剧情
,,吕美静,"2017,01,20",吃饭的时候我们谈谈爱情,"爱情,纪录片"
"哈雷,黄宏,刘向京,赵婷婷",2519万,刘建华,"2017,04,21",血狼犬,"剧情,动作,冒险"
"鲍起静,黄浩然,王菀之,卫诗雅",36万,李勇昌,"2017,10,13",我的妈呀,"剧情,喜剧,家庭"
"梅洋,赵宇",,刁璐璐,"2017,08,28",美人套,喜剧
,,杨谨华,"2017,04,30",生活是甜蜜,"剧情,爱情"
"徐乐同,赵秦,张芯宁",,柴扉,"2017,11,24",曲点鸳鸯谱,剧情
,,杨梓依,"2017,05,22",冒牌男神萌女侠,喜剧
,,李嘉铭,"2017,02,28",师生换魂,"喜剧,奇幻"
,,,"2017,05,17",亲爱的同志,爱情
"朱丽岚,叶小开,张艺宣,齐麟",,徐飞,"2017,02,27",颜值山海经,爱情
张宇鹏,,吴斌然,"2017,04,06",梦想有话说2017,脱口秀
,,"杨韵然,韩锐","2017,06,16",红人制造之卧底女王,"喜剧,犯罪"
,,,"2017,01,06",色计是空,
,,"钟逸伦,曹可凡","2017,10,01",唱响中华,"真人秀,音乐"
"熊乃瑾,岳跃利,张丹峰",,陈奕利,"2017,10,15",站在风口上,
,,"李任燊,芦鑫,余世学","2017,01,16",拳日制,"剧情,喜剧,动作"
,,,"2017,01,13",港城风云,"剧情,动作"
,,"梁俊一,章申,朱铁和,吕熙,阳蕾","2017,11,05",新港故事,剧情
,,,"2017,12,03",Beautiful Dreamer,"科幻,短片"
"谢苗,房程程",,董汉新,"2017,01,17",我的杀手女友,"动作,爱情"
"苗雅宁,蔡照,龙斌",,"陈晨,郭炫佐","2017,06,14",最后的告白,"剧情,悬疑,犯罪"
"蔡康永,马东",,马力,"2017,05,12",王者历史课 第一季,"历史,脱口秀"
,,"王达,大嘴","2017,05,03",包小姐的包,"剧情,喜剧"
,,,"2017,01,09",神秘宝贝,
,,"栾蕾英,刘奕凯","2017,03,15",灵欲专车,"剧情,悬疑,恐怖"
"那威,崔阿扎",,王特,"2017,02,16",网红杀手,剧情
,,"黄致列,崔阿扎","2017,04,27",大牌玩唱会,"真人秀,脱口秀"
,,申迪,2017,乌玛,短片
,,"卢鑫,李颂丽,王蕾","2017,11,16",你就像一朵花,剧情
,,储毅,2017,索命厨师,剧情
"张新岳,李建龙,刘振明,钱晓人",3万,张旭洲,"2017,05,26",颠覆,"剧情,爱情"
"秦雅思,吴海棠,任天野",,史震飞,2017,剩女觅爱记,爱情
,,安曼·阿巴西,2017,坏小子的街巷,剧情
,,,2017,小戏骨：少林寺,
,,彼得·西格尔,2017,律师与杀手,"喜剧,动作"
,,"常飞飞,刘木子","2017,04,26",尼美快报 第二季,脱口秀
"阿尔斯郎·阿布都克里木,古力皮亚·吉力力,米尔扎提·阿不都艾尼",,刘鸣山,"2017,06,01",看不见的王国,"剧情,短片,家庭,奇幻"
"宋祖德,孟潞,黄梓乘",,陈剑,"2017,06,21",傻哥的逆袭,喜剧
"熊明霞,常秋月",,夏伟亮,2017,勘玉钏,戏曲
大宝哥,,李金斗,"2017,03,08",偷窥438,"剧情,爱情,情色,家庭"
"王尼玛,苏子缙,刘木子",,"苏子缙,八戒","2017,12,29",暴走超大事件,"剧情,喜剧,动作,爱情,科幻,脱口秀"
"王德顺,蔡宜恒,英壮,杜旭东",50万,蔡玉水,"2017,06,16",艺术也疯狂,"剧情,喜剧"
,,"张佳琳,虞朗","2017,01,10",最漫长的夏至,"爱情,奇幻"
"詹姆斯·奥夫斯,谭卓,葛兆美,李文俊",6万,高飞,"2017,02,24",三缺一,"剧情,爱情"
,,张达明,"2017,12",时空修复师之癫狂道,"喜剧,悬疑,奇幻,古装"
,,"王李丹妮,金龙","2017,04,01",胆小别看,"悬疑,惊悚"
瓦妮莎·布兰奇,,任重,"2017,11,24",寂静的王国,短片
,,周建兵,2017,青芒,爱情
,,"雪村,周子诺,潘春春","2017,02,24",绝色美人之一莲幽梦,爱情
魏晓波,,魏晓波,"2017,07,23",生活而已3,纪录片
"王思聪,大狸子",,大狸子,"2017,04,01",绑架王公子2,"爱情,灾难"
"郭凯敏,何麟,范志博,温升豪",,高力强,"2017,10,30",金城档案,剧情
"陈绍文,何佳颖,齐天,何佳颜",1万,三刚,"2017,05,12",小满的故事之青涩年华,"喜剧,爱情"
"露丝·威尔森,肖恩·宾,马克·斯坦利,迪恩·安德鲁斯",1万美元,克里欧·巴纳德,"2017,09,10",暗流,"剧情,悬疑,惊悚"
,,"杨紫,陈晓楠,俞敏洪,佟丽娅,张杰","2017,11,14",2017冬季星空演讲,
"安娜·齐冈科娃,约泽夫·瓦尔加,扬·泽雷尔,伊戈内·德·蓉",,阿德里安娜·利龙,"2017,12,18,19,30",吉赛尔,"剧情,爱情,舞台艺术"
,,,"2017,03,24",国际狼王争霸赛,真人秀
"李丞峰,高发,卢海华,刘芳毓",4万,刘季欢,"2017,06,02",凤凰街风雨,剧情
"陈宇星,费璇,颜勤,杨韵然",7万,张荣生,"2017,12,13",墨玉太极,"恐怖,惊悚"
,,,"2017,07,05",美人天降,
"林美秀,曾允凡,钱欣郁",38万,"张苑,王龙波","2017,01,13",逗逗迪迪之美梦年年,"动画,冒险"
,,"黄健,陈凯翔","2017,03,30",杀出阴阳界,"喜剧,爱情,冒险"
"雷宇扬,黄一山,陈惠敏,麦家琪",,姜欣欣,"2017,04,14",兄弟之义字当头,"剧情,喜剧,动作,犯罪"
"阿琳娜·萨沃斯提科娃,JT 梵可丽,艾丽西亚·巴里,张笑威",14万,张进,"2017,10,14",了不起的小家伙们,"剧情,家庭,奇幻"
,,,2017,诸神下凡之二郎神,
,,"都钊,岳辛","2017,01,17",我的蛇精女友,"喜剧,爱情"
"陈思宇,马春瑞,黄天崎,黄靖翔",,秦榛,"2017,09,22",剑网3番外之四海流云,"动作,武侠,古装"
"吕宇,宋雨晴",,崔炎龙,"2017,02,11",兄弟大作战之我的女友叫静香,"喜剧,爱情"
"郭芮溪,付宏,傅泓霖",,陈欣茹,"2017,04,26",诡异森林之缘起惊魂,惊悚
"袁晓旭,张美娥,张星,张嘉佑",,豪仲,"2017,10,13",野蛮囧妃2：迷雾重重,"喜剧,爱情"
"梁家仁,蒋璐霞,邵音音",,梁皓贻,"2017,01,23",澳囧风云,喜剧
,,,2017,军中信,剧情
,,,"2017,04,21",总裁在上9：生死恋,
,,王斌,"2017,01,12",十二圣女,"剧情,惊悚,犯罪"
,,,"2017,03,03",总裁在上2：恶魔情人,"剧情,爱情"
"王家珧,萨钢云,于泽瀛",11万,"潘晓斌,司雨茜","2017,03,01",神灵寨,"剧情,喜剧,爱情"
"罗天池,海鸣威,博弘,唐文龙",,刘宝贤,"2017,06,15",卧底1000,"动作,爱情,悬疑"
"林宸锐,殷宝莹,黑戈",,李子轩,"2017,11,24",微商,"剧情,爱情"
"邓明将,塔娜花日,孔轩,齐纪深",,刘哲欣,"2017,08,01",浪花岛之恋,"剧情,爱情"
,,"林雪,白冰冰,林盛斌,李健仁,蔡淇俊","2017,03,30",奇葩追女仔2,喜剧
,,"王天野,于滨","2017,07,26",绝地先锋,"剧情,战争"
,,,"2017,05,04",一天零一夜,
"黄觉,麦子",,胡景,"2017,06,13",恋习课,
"陈婉衡,鲍康儿,刘家勇,李逸朗",,刘家勇,"2017,07,18",迷情白夜化妆师,剧情
,,,"2017,05,17",关于他们的一些事,"剧情,短片"
"张书田,许歌,郑卫莉",,王坪,"2017,05,17",美丽小渔村,剧情
"王丽坤,高以翔,李媛,王传君",1355万,李巨源,"2017,10,13",情遇曼哈顿,"喜剧,爱情"
"苏世一,成雨霏,吴晶,邢军",2万,孙爱国,"2017,09,10",乔乔的魔法,"剧情,家庭"
,,蔺晨阳,"2017,01,18",尤仙子传奇,剧情
"黄远,王大陆,赖雅妍,谢语恩",375万,洪昇扬,"2017,01,06",一万公里的约定,剧情
,,"刘莹,胡世闻,王意","2017,07,25",巡楼人之舞灵,"剧情,惊悚,恐怖"
,,,"2017,02,01",离开北京以后,短片
,,"乌云娜,徐佳,刘夏","2017,12,22",一念之痒,"喜剧,爱情,悬疑"
,,,"2017,01,13",爱上女蒲团2,"剧情,爱情,短片"
"汤水雨,徐佳琦,杨默",1.26亿,"李清舫,张遥函","2017,01,13",大卫贝肯之倒霉特工熊,"喜剧,动画,家庭,冒险"
"罗翔,江兰萱,俞晓晔,马卉",581万,邓安东,"2017,12,01",笔仙咒怨,"悬疑,惊悚"
"王东,朱宏奇",,王海,"2017,08,08",二民,剧情
黄礼丰,,杨科,"2017,06,18",揍他一顿,剧情
,,刘薇,"2017,06,15",追凶者之双重身份,
"邱文博,李鑫雨,黄威,苏湘庭",,钟小华,"2017,01,03",完美攻略,"爱情,喜剧,普通话,网络大电影"
"郎朗,范冰冰,蔡依林,火风",,尹琪,"2017,01,26",2017辽宁卫视春节联欢晚会,歌舞
,,赵虎,"2017,05",壬午渝汐,"动作,短片"
,,Neysan Sobhani,2017,Transitions,短片
,,,2017,热情是火,喜剧
,,,2017,扳命,"剧情,纪录片"
"古典,游航,王美茜",,"斯科特·艾伦,斯科特·南基韦尔","2017,11",索命空间,"悬疑,惊悚"
,,"吕熙,梁俊一,阳蕾","2017,11",新港故事2,
"沐风,杜维瀚,郝泽嘉,黄莞乔",,陈匀佼,2017,逃不出的情人节,"喜剧,爱情,奇幻"
"史策,倪慕斯,黄伟龙",,姬智,2017,曼谷往事,"剧情,动作"
"林文龙,谭耀文,林熹瞳,汤怡",14万,陆天华,"2017,06,16",我们停战吧,"剧情,爱情"
,,"杨庆祥,向京,李银河,欧阳江河,戴潍娜","2017,05,06",春天读诗之夜2017,
,,,"2017,04,16",太湖人家,纪录片
,,王龙,"2017,01,09",魔术大逃杀,"剧情,悬疑"
"关智斌,李茂,柏华力·莫高彼斯彻,王钰",,卢哲颢,"2017,12,25",爆裂拳师,剧情
,,苏鑫,"2017,07,04",超能电竞：传奇一代,"剧情,运动"
,,,"2017,01,12",手机控,"普通话,网络大电影"
"瑞贝卡·艾米莉,玛利亚·邦妮薇,雅各布·奥福特布罗,埃伦·海德",16万,肯尼斯·凯恩斯,"2017,11,24",女巫斗恶龙,"冒险,奇幻"
,,徐克,"2017,12",花木兰传奇,"喜剧,动作,动画,冒险"
"旺卓措,刘承宙,高欣生,来裕",19万,赵崼,"2017,08,04",荒野加油站,"惊悚,悬疑"
"刘戴恩,彭楚雅,陈禹衡",,"邹江,袁慧玲","2017,01,09",小戏骨：花木兰,"剧情,歌舞,家庭,战争"
,,"刘秋实,子望,唐鑫,徐子涵,何若鹤","2017,02,24",最后的武林,"喜剧,武侠"
"苗侨伟,袁嘉敏,桑平,巴多",9万,汪洋,"2017,09,22",谜证,"剧情,悬疑,犯罪"
"孙一明,姜怡伊,艾佳妮,桑驯华",7万,沈火新,"2017,03,17",滚出来，凶手,"喜剧,爱情,悬疑"
,,,"2017,07,01",马里奥,"剧情,短片"
"张乃歌,赵悦",30万,张耀光,"2017,12,19",悔恨,"剧情,爱情"
,,,"2017,09,10",公大的晴天2,"剧情,爱情,纪录片"
"李炳渊,李炳雷",,李炳渊,2017,末路英雄,"喜剧,动作,爱情"
"秦怡,佟瑞欣,伊力哈木·买买提",49万,"沈星浩,沙碧红","2017,01,09",青海湖畔,剧情
,,"刘秋实,倪慕斯,乔乔,胡悦,刘霖霏 ‍","2017,02",我们的成人礼,"剧情,喜剧,爱情"
,,黄石,"2017,12,03",飞向深空 Into The deep space,"科幻,悬疑,惊悚"
"吉乔·阿尔贝蒂,安德里亚·博斯卡,朱塞佩·塞德纳",55万,"卢卡·卢奇尼,西尔维亚·科尔贝塔","2017,07,09",米兰斯卡拉歌剧院：奇迹之殿,纪录片
,,,2017,了不起的董小姐,"剧情,爱情"
"涂慧敏,舒强,李洪潇,邓安东",,昆汀,"2017,06,14",末日惊魂,"爱情,悬疑,科幻"
,,,"2017,04,27",九尾校花,"喜剧,奇幻"
,,黄超,"2017,04,22",梦回少年时,"爱情,奇幻"
"王今心,李嘉明,方晓莉,邢燕子",,邢树民,"2017,05,04",油菜花儿开,剧情
,,,2017,时尚先生2,剧情
"夏嘉伟,洪剑涛,花希,颜丹",36万,夏嘉伟,"2017,02,18",来自月亮的我,"喜剧,爱情,奇幻"
,,,"2017,04,11",没有图像的西吉斯蒙,"悬疑,短片"
李超,,"李超,汪廷林","2017,05,05",那年今夏,"剧情,爱情,短片"
"陈友旺,金岩,赵芙丽,李卓霖",,杨靖,"2017,07,01",红色电话机,"剧情,短片"
"柳佳宁,陈皓天",1万,张海江,"2017,11,10",花鼓情,剧情
,,华子,"2017,02,09",心火2017,"剧情,喜剧"
朱琳,,周立鹏,"2017,06,23",我是猎妖师2,"喜剧,爱情,奇幻"
,,,"2017,03,31",潮性大总裁,"喜剧,爱情"
,,英达,"2017,01,03",神州天问,
"刘汉兆,黄一山,翟星月,秦汉擂",,王韬,"2017,02,23",流氓师姐,剧情
,,,"2017,03,23",霸道爱情之恋上灰姑娘,爱情
"R·马科斯·泰勒,Lily Chee,Alexandria Williams,杰米·崔",,Jason Sarrey,"2017,12,01",日落公园,剧情
,,"潘辰,罗昱焜,孙立洋","2017,03,16",魔都奇遇记之灵魂团团转,"爱情,科幻"
,,"孙志翔,徐岑子,党伟","2017,12,07",杨大郎智斗沙门寨,剧情
,,,"2017,01,08",后宫风韵传之霓裳玉女,"剧情,爱情,古装"
,,,"2017,01,20",东北乌托帮,"剧情,喜剧,动作,爱情"
,,刘奋斗,2017,排练,剧情
,,"于洛熙,华千涵","2017,02,06",虚拟情人2,"爱情,科幻"
,,"夏之光,陈泽希,陈乔恩,柳岩,大张伟","2017,01,21",2017湖南卫视小年夜春节晚会,"音乐,歌舞"
"贾漪娜,于非,陈霖生,刘静怡",,冯海涛,"2017,02,16",夜郎传说之面具判官,"爱情,奇幻"
,,易思斯,"2017,03,30",荒山心野之七日,
"龚俊,王婉中",,闫乐阳,"2017,09,29",异生探,剧情
,,米粒,"2017,09,13",拾梦老人,动画
,,李明启,"2017,11,24",冼夫人之浩气英风,"剧情,传记"
"张智尧,樊少皇,杨雪,夏艺文",,张荣华,"2017,03,09",不可告人,恐怖
,,,"2017,10,01",大导归来,
,,"刘马正一,李雨芯,孙征宇","2017,03,15",叛逆的征途之我非英雄,"剧情,动作"
"刁克,何欣遥,李健仁,汤镇宗",3万,李小兵,"2017,03,23",二宝闯江湖,剧情
,,杨能,"2017,04,22",闺蜜的正确打开方式,"剧情,喜剧"
,,韩啸,"2017,03,28",同学，去拯救世界吧,"喜剧,奇幻"
"宋楚炎,姜淼,韩月乔,齐德亮",,和小江,"2017,12,24",天福山起义,"剧情,战争"
,,"溪格,于轩鸿灏","2017,12,29",冷宫女刺客,"喜剧,古装"
,,马诗歌,"2017,06,17",经海路618号,剧情
董博睿,,许传海,"2017,05,24",烧烤江湖,"剧情,喜剧,爱情,动画,悬疑"
,,"薛闻君,张倩铭","2017,03,23",心机识表,"剧情,爱情"
,,"冯荔军,姜萌轩,周睿君","2017,12,22",废柴王爷2之御姐王妃,喜剧
,,"邢城,王文","2017,01,26",99次心动计划,"喜剧,爱情"
,,"图特哈蒙,幽舞越山","2017,02,14",冰箱里的企鹅,"动画,短片"
,,,"2017,06,06",摇滚三国,"剧情,喜剧"
"黄由启,杨孟霖,张津赫",,张荣华,"2017,02,27",拜托！别黑我！番外,"剧情,喜剧,爱情"
"李勤勤,肥龙",,彭韬,"2017,12,01",别离,"剧情,家庭"
"郭太旭,杨小兰,石梁一骁,吴冰",31万,孟晖,"2017,01,20",大魔法师孟兜兜,"喜剧,动画,奇幻"
张春光,,"袁敏,吴伟","2017,04,20",东北三宝,"剧情,喜剧"
"李英勋,潘思羽,雷鹏宇,张京生",3万,贺丰,"2017,02,14",欧爸的情人,"剧情,爱情"
许鑫,,古训超,"2017,02,13",我们那些年,"剧情,爱情"
"孔维一,张晨,郭燕芸,石海玉",436万,张大磊,"2017,03,24",八月,"剧情,家庭"
,,,"2017,06,16",爱慕么么哒,"喜剧,爱情"
"黄子韬,杨采钰,杜天皓,李梦",937万,张荣吉,"2017,05,27",夏天19岁的肖像,"爱情,悬疑"
"徐娇,胡夏,鲁诺,王力宏",766万,彭发,"2017,09,15",会痛的十七岁,爱情
"景甜,欧豪,黑木明纱,林遣都",3041万,蒋卓原,"2017,07,12",青禾男高,"剧情,喜剧,动作"
"马克·沃尔伯格,米歇尔·莫纳汉,约翰·古德曼,J·K·西蒙斯",2109万,彼得·博格,"2017,11,17",恐袭波士顿,"剧情,惊悚,历史"
"陈浩民,林子聪,蓝燕,林枫松",,蔺水净,"2017,03,15",斗战胜佛,"动作,奇幻,普通话,功夫,网络大电影"
"石磊,袁泽宇,芒来,季冠霖",3040万,王微,"2017,07,21",阿唐奇遇,"动画,冒险,家庭"
,,"刘惠,黄浚良,刘自强,王曦","2017,08",狮父,"动作,武侠"
"黄一琳,谢苗,九孔,马京京",,谭俏,"2017,01,30",大梦西游2铁扇公主,"剧情,动作,奇幻"
,,史蒂文·斯皮尔伯格,2017,回到未来,喜剧
"姜星丘,邓紫衣,丁一",,牛朝阳,"2017,04,14",床下有人4：异能觉醒,"悬疑,惊悚,恐怖"
,,Andrej Iliev,"2017,12,31",Making Movies,喜剧
"刘桦,段博文,蒋中炜",,高瞻,"2017,04",无辜者,"悬疑,犯罪"
,,"安琥,安乐",2017,那片星空,剧情
"徐巾淇,王兴元",,鹿峰,"2017,05",野人之雨林诀,"剧情,战争"
"山新,乔诗语,李姗姗,胡越",307万,刘可欣,"2017,01,13",超能龙骑侠,"动画,冒险,科幻"
,,,"2017,08",我与世界,
,,苏航,2017,浪客扳手侠,"喜剧,剧情"
"汪东城,佟丽娅,唐文龙,肖雨雨",1045万,潘恒生,"2011,09,23",紫宅,"爱情,悬疑,惊悚"
"温超,王子清,曾晨,唐马儒",,谢文君,"2017,04,14",戒色师,"剧情,喜剧"
,,,2017,黑带少女,动作
,,"杨荣凯,罗旖凡,Taylor Cole,泰勒·科尔,唐辰瀛",2017,空间裂缝,"科幻,惊悚"
,,,2017,龙震四海,剧情
国依铭,,王永华,2017,税风亲清,剧情
,,,2017,寻香,"剧情,短片"
,,,2017,寻找克洛托,"剧情,喜剧,爱情"
,,孙亮,2017,黑车司机,"剧情,短片"
,,,"2017,12,28",八武将,动作
"彭禺厶,王萌,周凯文,曹琦",104万,常杨,"2017,08,04",诡井,"恐怖,惊悚,悬疑"
"周鹏雨,穆建荣,陈泽帆,鹿露",12万,闫国喜,"2017,08,04",原罪的羔羊,悬疑
"陆剑民,李嘉明,邢燕子",2万,"何深华,彭志","2017,09,10",爱廉说,剧情
,,段歌,"2017,02,16",何故惹凡尘,"剧情,爱情"
,,"陈冲,金宇澄","2017,08",陈冲·上海：梅雨季节的城市穿行,"纪录片,短片"
"王宁,葛天,来喜,黄一飞",17万,袁杰,"2017,05,05",咸鱼传奇,喜剧
"Dmitriy Dyuzhev,Konstantin Khabenskiy,谢尔盖·希纳罗维",905万,"费多·德米提亚夫,达尼那·斯米德","2017,07,21",绿野仙踪之奥兹国奇幻之旅,"动画,冒险,家庭"
,,张海江,"2017,12",小王子的奇幻之旅,"喜剧,科幻,冒险"
